Id,Name,CreatedDate,IsDeleted,LastModifiedDate,AQB__Gift__c,AQB__Account__c,AQB__Amount__c,AQB__Balance__c,AQB__Batch__c,AQB__ConditionalPledge__c,AQB__Date__c,AQB__Method__c,AQB__PledgeStipulation__c,AQB__PledgePayment__c,AQB__Type__c
a2EVa00000006yvMAA,014027291,2024-01-20T02:56:10.000+0000,false,2024-07-16T13:02:45.000+0000,a16Va000000JDBbIAO,001Va000002edubIAA,20,0,,false,1990-08-11,Check,,false,Payment
a2EVa00000006ywMAA,014027292,2024-01-20T02:56:10.000+0000,false,2024-07-16T13:02:45.000+0000,a16Va000000JDBcIAO,001Va000002educIAA,250,0,,false,1991-07-24,Check,,false,Payment
a2EVa00000006yxMAA,014027293,2024-01-20T02:56:10.000+0000,false,2024-07-16T13:02:45.000+0000,a16Va000000JDBfIAO,001Va000002edudIAA,20,0,,false,1997-06-24,Check,,false,Payment
a2EVa00000006yyMAA,014027294,2024-01-20T02:56:10.000+0000,false,2024-07-16T13:02:45.000+0000,a16Va000000JDBgIAO,001Va000002edudIAA,20,0,,false,1995-10-03,Check,,false,Payment
a2EVa00000006yzMAA,014027295,2024-01-20T02:56:10.000+0000,false,2024-07-16T13:02:45.000+0000,a16Va000000JDBhIAO,001Va000002edudIAA,20,0,,false,1995-02-13,Check,,false,Payment
a2EVa00000006z0MAA,014027296,2024-01-20T02:56:10.000+0000,false,2024-07-16T13:02:45.000+0000,a16Va000000JDBiIAO,001Va000002edudIAA,20,0,,false,1990-07-04,Check,,false,Payment
a2EVa00000006z1MAA,014027297,2024-01-20T02:56:10.000+0000,false,2024-07-16T13:02:45.000+0000,a16Va000000JDBmIAO,001Va000002edueIAA,10,0,,false,1998-04-07,Check,,false,Payment
a2EVa00000006z2MAA,014027298,2024-01-20T02:56:10.000+0000,false,2024-07-16T13:02:45.000+0000,a16Va000000JDBnIAO,001Va000002edueIAA,15,0,,false,1997-10-03,Check,,false,Payment
a2EVa00000006z3MAA,014027299,2024-01-20T02:56:10.000+0000,false,2024-07-16T13:02:45.000+0000,a16Va000000JDBoIAO,001Va000002edueIAA,10,0,,false,1996-04-26,Check,,false,Payment
a2EVa00000006z4MAA,014027300,2024-01-20T02:56:10.000+0000,false,2024-07-16T13:02:45.000+0000,a16Va000000JDBpIAO,001Va000002edueIAA,20,0,,false,1995-09-27,Check,,false,Payment
a2EVa00000006z5MAA,014027301,2024-01-20T02:56:10.000+0000,false,2024-07-16T13:02:45.000+0000,a16Va000000JDBqIAO,001Va000002edueIAA,15,0,,false,1995-07-31,Check,,false,Payment
a2EVa00000006z6MAA,014027302,2024-01-20T02:56:10.000+0000,false,2024-07-16T13:02:45.000+0000,a16Va000000JDBrIAO,001Va000002edueIAA,15,0,,false,1994-05-12,Check,,false,Payment
a2EVa00000006z7MAA,014027303,2024-01-20T02:56:10.000+0000,false,2024-07-16T13:02:45.000+0000,a16Va000000JDBsIAO,001Va000002edueIAA,15,0,,false,1994-03-21,Check,,false,Payment
a2EVa00000006z8MAA,014027304,2024-01-20T02:56:10.000+0000,false,2024-07-16T13:02:45.000+0000,a16Va000000JDBtIAO,001Va000002edueIAA,10,0,,false,1993-11-03,Check,,false,Payment
a2EVa00000006z9MAA,014027305,2024-01-20T02:56:10.000+0000,false,2024-07-16T13:02:45.000+0000,a16Va000000JDBuIAO,001Va000002edueIAA,20,0,,false,1992-12-21,Check,,false,Payment
a2EVa00000006zAMAQ,014027306,2024-01-20T02:56:10.000+0000,false,2024-07-16T13:02:45.000+0000,a16Va000000JDBvIAO,001Va000002edueIAA,25,0,,false,1991-11-01,Check,,false,Payment
a2EVa00000006zBMAQ,014027307,2024-01-20T02:56:10.000+0000,false,2024-07-16T13:02:45.000+0000,a16Va000000JDBwIAO,001Va000002edueIAA,25,0,,false,1991-07-24,Check,,false,Payment
a2EVa00000006zCMAQ,014027308,2024-01-20T02:56:10.000+0000,false,2024-07-16T13:02:45.000+0000,a16Va000000JDBxIAO,001Va000002edueIAA,25,0,,false,1991-01-12,Check,,false,Payment
